,sdg,relevance,fos_ids,fos_names,publication
2,SDG_14,1.0,134037308,Marine habitats,https://marineinfo.org/id/publication/301983
0,SDG_15,7.0,"2779043415, 60359462","Mediterranean sea, Extinction",https://marineinfo.org/id/publication/253602
1,SDG_2,4.0,60359462,Extinction,https://marineinfo.org/id/publication/253602
2,SDG_13,2.0,169752599,Recovery,https://marineinfo.org/id/publication/253602
0,SDG_3,4.0,"130217890, 2776743756","Biodiversity, Safeguarding",https://marineinfo.org/id/publication/288211
1,SDG_2,3.0,130217890,Biodiversity,https://marineinfo.org/id/publication/288211
2,SDG_14,3.0,130217890,Biodiversity,https://marineinfo.org/id/publication/288211
0,SDG_14,5.0,2778902744,Diatom,https://marineinfo.org/id/publication/254618
0,SDG_15,3.0,"132124917, 194229684","Species distribution, Values",https://marineinfo.org/id/publication/258260
1,SDG_3,2.0,2908613183,Environmental stressor,https://marineinfo.org/id/publication/258260
2,SDG_14,2.0,186699998,Eutrophication,https://marineinfo.org/id/publication/258260
0,SDG_16,7.0,"2776949292, 2776310101, 2780608745, 2779010840","Jurisdiction, Global governance, Convention, Treaty",https://marineinfo.org/id/publication/316864
1,SDG_14,5.0,"21790881, 130217890","Deep sea, Biodiversity",https://marineinfo.org/id/publication/316864
2,SDG_2,4.0,130217890,Biodiversity,https://marineinfo.org/id/publication/316864
0,SDG_7,7.0,"24717449, 206658404, 188573790, 2778449969","Primary production, Electricity, Renewable energy, Turbine",https://marineinfo.org/id/publication/290915
1,SDG_2,4.0,"24717449, 2779909984","Primary production, Mytilus",https://marineinfo.org/id/publication/290915
2,SDG_14,3.0,"2779909984, 2983223943","Mytilus, North sea",https://marineinfo.org/id/publication/290915
0,SDG_14,8.0,"2781352123, 143020374, 202041845, 77044568, 514101110, 130217890","Bottom trawling, Coral, Fisheries management, Reef, Fishing, Biodiversity",https://marineinfo.org/id/publication/282431
1,SDG_2,6.0,"143020374, 202041845, 77044568, 514101110, 130217890","Coral, Fisheries management, Reef, Fishing, Biodiversity",https://marineinfo.org/id/publication/282431
2,SDG_3,2.0,"130217890, 186191158","Biodiversity, Vulnerability",https://marineinfo.org/id/publication/282431
0,SDG_14,2.0,"2776048852, 2780495617","Ocean Biogeographic Information System, Marine life",https://marineinfo.org/id/publication/220236
1,SDG_10,1.0,2780155792,Redevelopment,https://marineinfo.org/id/publication/220236
2,SDG_11,1.0,2780155792,Redevelopment,https://marineinfo.org/id/publication/220236
0,SDG_14,4.0,"21790881, 2779735984","Deep sea, Jellyfish",https://marineinfo.org/id/publication/253009
1,SDG_2,2.0,2779735984,Jellyfish,https://marineinfo.org/id/publication/253009
2,SDG_15,2.0,132124917,Species distribution,https://marineinfo.org/id/publication/253009
0,SDG_14,7.0,"2776384079, 2776048852, 2777981335, 16989226, 2993244835","Marine mammal, Ocean Biogeographic Information System, Seabird, Environmental change, Marine biodiversity",https://marineinfo.org/id/publication/100343
1,SDG_2,2.0,"2776384079, 2777981335","Marine mammal, Seabird",https://marineinfo.org/id/publication/100343
2,SDG_9,1.0,51244244,Planet,https://marineinfo.org/id/publication/100343
0,SDG_14,8.0,"14429324, 2992874044","Mariculture, Marine aquaculture",https://marineinfo.org/id/publication/292844
1,SDG_15,2.0,"2992867484, 132124917","Habitat suitability, Species distribution",https://marineinfo.org/id/publication/292844
0,SDG_6,2.0,2991930961,Water exchange,https://marineinfo.org/id/publication/253048
1,SDG_14,1.0,559758991,Algae,https://marineinfo.org/id/publication/253048
0,SDG_15,4.0,132124917,Species distribution,https://marineinfo.org/id/publication/253090
1,SDG_16,1.0,135342440,Scenario,https://marineinfo.org/id/publication/253090
0,SDG_15,5.0,"132124917, 4792198","Species distribution, Land use",https://marineinfo.org/id/publication/232524
1,SDG_2,1.0,4792198,Land use,https://marineinfo.org/id/publication/232524
2,SDG_9,1.0,22607594,Enabling,https://marineinfo.org/id/publication/232524
0,SDG_9,1.0,76444178,Connectivity,https://marineinfo.org/id/publication/252584
0,SDG_14,4.0,"21790881, 130217890, 158836135","Deep sea, Biodiversity, Zooplankton",https://marineinfo.org/id/publication/302046
1,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/302046
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/302046
0,SDG_14,8.0,"2780737616, 2776048852, 98083399, 2984306683, 129513315, 130217890","Conservation status, Ocean Biogeographic Information System, Underwater, Coastal zone, Salinity, Biodiversity",https://marineinfo.org/id/publication/261424
1,SDG_2,3.0,130217890,Biodiversity,https://marineinfo.org/id/publication/261424
2,SDG_3,3.0,130217890,Biodiversity,https://marineinfo.org/id/publication/261424
0,SDG_14,6.0,"21790881, 130217890, 129513315, 108469399","Deep sea, Biodiversity, Salinity, Plankton",https://marineinfo.org/id/publication/290336
1,SDG_2,2.0,"91067096, 130217890","Megafauna, Biodiversity",https://marineinfo.org/id/publication/290336
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/290336
0,SDG_9,6.0,2987947686,Satellite data,https://marineinfo.org/id/publication/253173
1,SDG_2,2.0,2776384079,Marine mammal,https://marineinfo.org/id/publication/253173
2,SDG_14,2.0,2776384079,Marine mammal,https://marineinfo.org/id/publication/253173
0,SDG_2,5.0,"29376679, 2994246104","Wildlife, Biodiversity conservation",https://marineinfo.org/id/publication/253083
1,SDG_14,4.0,2994246104,Biodiversity conservation,https://marineinfo.org/id/publication/253083
2,SDG_15,4.0,2994246104,Biodiversity conservation,https://marineinfo.org/id/publication/253083
0,SDG_15,1.0,187604713,Global biodiversity,https://marineinfo.org/id/publication/252973
1,SDG_16,1.0,78302928,Crisis,https://marineinfo.org/id/publication/252973
0,SDG_14,2.0,"2993244835, 2780495617","Marine biodiversity, Marine life",https://marineinfo.org/id/publication/253107
0,SDG_13,6.0,"168754636, 3020675398, 2994067266, 530467964, 143906210","Climate model, Future climate, Climate dynamics, Carbon dioxide, Atmosphere",https://marineinfo.org/id/publication/261487
1,SDG_15,1.0,194229684,Values,https://marineinfo.org/id/publication/261487
0,SDG_14,1.0,2776048852,Ocean Biogeographic Information System,https://marineinfo.org/id/publication/252985
1,SDG_15,1.0,132124917,Species distribution,https://marineinfo.org/id/publication/252985
0,SDG_14,6.0,"186699998, 129513315","Eutrophication, Salinity",https://marineinfo.org/id/publication/293101
1,SDG_15,5.0,"2992867484, 2779043415, 132124917","Habitat suitability, Mediterranean sea, Species distribution",https://marineinfo.org/id/publication/293101
2,SDG_3,3.0,"189708586, 125370674","Systematic review, Stressor",https://marineinfo.org/id/publication/293101
0,SDG_14,3.0,"130217890, 2986842804, 2983223943","Biodiversity, Black sea, North sea",https://marineinfo.org/id/publication/223470
1,SDG_2,2.0,"130217890, 2986842804","Biodiversity, Black sea",https://marineinfo.org/id/publication/223470
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/223470
0,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/259933
1,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/259933
2,SDG_14,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/259933
0,SDG_7,1.0,61980418,Location,https://marineinfo.org/id/publication/253017
0,SDG_14,12.0,"2993244835, 2994246104, 158836135","Marine biodiversity, Biodiversity conservation, Zooplankton",https://marineinfo.org/id/publication/302523
1,SDG_15,8.0,"2994246104, 187604713","Biodiversity conservation, Global biodiversity",https://marineinfo.org/id/publication/302523
2,SDG_2,5.0,2994246104,Biodiversity conservation,https://marineinfo.org/id/publication/302523
0,SDG_3,4.0,"2777343278, 189014844","Annelid, Cell type",https://marineinfo.org/id/publication/253006
1,SDG_10,1.0,77357849,Origin,https://marineinfo.org/id/publication/253006
0,SDG_14,3.0,"3019955603, 518008717","Fish species, Arctic",https://marineinfo.org/id/publication/253175
1,SDG_13,2.0,518008717,Arctic,https://marineinfo.org/id/publication/253175
2,SDG_2,1.0,3019955603,Fish species,https://marineinfo.org/id/publication/253175
0,SDG_14,2.0,2780737616,Conservation status,https://marineinfo.org/id/publication/253280
1,SDG_2,1.0,91067096,Megafauna,https://marineinfo.org/id/publication/253280
2,SDG_15,1.0,91067096,Megafauna,https://marineinfo.org/id/publication/253280
0,SDG_15,2.0,78991832,Niche differentiation,https://marineinfo.org/id/publication/302620
1,SDG_3,1.0,58471807,Receiver operating characteristic,https://marineinfo.org/id/publication/302620
2,SDG_13,1.0,2988944679,Global climate,https://marineinfo.org/id/publication/302620
0,SDG_14,3.0,"33613203, 2983223943, 2994333706","Seabed, North sea, Irish sea",https://marineinfo.org/id/publication/240569
1,SDG_6,1.0,2816523,Sediment,https://marineinfo.org/id/publication/240569
2,SDG_15,1.0,194229684,Values,https://marineinfo.org/id/publication/240569
0,SDG_3,3.0,2780142684,Hiatus,https://marineinfo.org/id/publication/253626
1,SDG_6,3.0,69661492,Transect,https://marineinfo.org/id/publication/253626
0,SDG_14,8.0,"134097258, 134037308, 130217890","Sea surface temperature, Marine habitats, Biodiversity",https://marineinfo.org/id/publication/299044
1,SDG_2,3.0,130217890,Biodiversity,https://marineinfo.org/id/publication/299044
2,SDG_3,3.0,130217890,Biodiversity,https://marineinfo.org/id/publication/299044
0,SDG_14,2.0,2993244835,Marine biodiversity,https://marineinfo.org/id/publication/312878
1,SDG_15,2.0,53565203,Species richness,https://marineinfo.org/id/publication/312878
0,SDG_14,2.0,"2778902744, 108469399","Diatom, Plankton",https://marineinfo.org/id/publication/253001
1,SDG_13,1.0,108469399,Plankton,https://marineinfo.org/id/publication/253001
0,SDG_14,3.0,"186699998, 130217890, 19829342","Eutrophication, Biodiversity, Ocean acidification",https://marineinfo.org/id/publication/250258
1,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/250258
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/250258
0,SDG_13,5.0,"134097258, 3020675398, 2988944679","Sea surface temperature, Future climate, Global climate",https://marineinfo.org/id/publication/325147
1,SDG_14,2.0,134097258,Sea surface temperature,https://marineinfo.org/id/publication/325147
2,SDG_15,2.0,"2992867484, 132124917","Habitat suitability, Species distribution",https://marineinfo.org/id/publication/325147
0,SDG_15,11.0,"124886560, 2780815956, 2983513313, 194229684, 2779223538","Habitat fragmentation, Natura 2000, Conservation planning, Values, Protected area",https://marineinfo.org/id/publication/253167
1,SDG_2,9.0,"130217890, 2983513313","Biodiversity, Conservation planning",https://marineinfo.org/id/publication/253167
2,SDG_3,4.0,130217890,Biodiversity,https://marineinfo.org/id/publication/253167
0,SDG_14,1.0,151152651,Marine ecosystem,https://marineinfo.org/id/publication/325138
0,SDG_15,12.0,"2779043415, 2983513313","Mediterranean sea, Conservation planning",https://marineinfo.org/id/publication/240567
1,SDG_2,8.0,"130217890, 2983513313","Biodiversity, Conservation planning",https://marineinfo.org/id/publication/240567
2,SDG_3,3.0,"130217890, 2776962539","Biodiversity, Lagging",https://marineinfo.org/id/publication/240567
0,SDG_14,7.0,"108469399, 129513315, 2983223943","Plankton, Salinity, North sea",https://marineinfo.org/id/publication/254626
1,SDG_9,1.0,166566249,Gain,https://marineinfo.org/id/publication/254626
2,SDG_11,1.0,115051666,Ranging,https://marineinfo.org/id/publication/254626
0,SDG_2,2.0,"2776384079, 2993522167","Marine mammal, Species at risk",https://marineinfo.org/id/publication/281981
1,SDG_9,1.0,554190296,Radar,https://marineinfo.org/id/publication/281981
2,SDG_11,1.0,2780400262,Public debate,https://marineinfo.org/id/publication/281981
0,SDG_13,2.0,"134097258, 2778372335","Sea surface temperature, Climate change scenario",https://marineinfo.org/id/publication/216092
1,SDG_14,2.0,"134097258, 2983223943","Sea surface temperature, North sea",https://marineinfo.org/id/publication/216092
2,SDG_6,1.0,2816523,Sediment,https://marineinfo.org/id/publication/216092
0,SDG_14,5.0,"559758991, 86909935, 129513315, 2983223943","Algae, Aquaculture, Salinity, North sea",https://marineinfo.org/id/publication/301403
1,SDG_15,1.0,132124917,Species distribution,https://marineinfo.org/id/publication/301403
0,SDG_14,9.0,"2993244835, 2776048852, 24061886","Marine biodiversity, Ocean Biogeographic Information System, Overfishing",https://marineinfo.org/id/publication/253120
1,SDG_15,3.0,"58941895, 89920630","Ecosystem services, Biome",https://marineinfo.org/id/publication/253120
2,SDG_2,2.0,"89920630, 24061886","Biome, Overfishing",https://marineinfo.org/id/publication/253120
0,SDG_14,4.0,2993244835,Marine biodiversity,https://marineinfo.org/id/publication/221925
1,SDG_11,1.0,46312422,Communication,https://marineinfo.org/id/publication/221925
0,SDG_14,8.0,"2993244835, 2986842804, 518008717","Marine biodiversity, Black sea, Arctic",https://marineinfo.org/id/publication/135106
1,SDG_2,1.0,2986842804,Black sea,https://marineinfo.org/id/publication/135106
2,SDG_6,1.0,2816523,Sediment,https://marineinfo.org/id/publication/135106
0,SDG_15,5.0,"132124917, 187604713, 2983513313","Species distribution, Global biodiversity, Conservation planning",https://marineinfo.org/id/publication/252100
1,SDG_2,1.0,2983513313,Conservation planning,https://marineinfo.org/id/publication/252100
2,SDG_14,1.0,2776048852,Ocean Biogeographic Information System,https://marineinfo.org/id/publication/252100
0,SDG_15,4.0,187604713,Global biodiversity,https://marineinfo.org/id/publication/253157
1,SDG_9,3.0,551230270,Data retrieval,https://marineinfo.org/id/publication/253157
0,SDG_14,1.0,2993244835,Marine biodiversity,https://marineinfo.org/id/publication/198258
0,SDG_14,3.0,"2776048852, 2780495617","Ocean Biogeographic Information System, Marine life",https://marineinfo.org/id/publication/288351
1,SDG_3,1.0,59659247,Reproduction,https://marineinfo.org/id/publication/288351
2,SDG_9,1.0,547195049,Terminology,https://marineinfo.org/id/publication/288351
0,SDG_2,5.0,"130217890, 60359462","Biodiversity, Extinction",https://marineinfo.org/id/publication/252972
1,SDG_15,3.0,60359462,Extinction,https://marineinfo.org/id/publication/252972
2,SDG_3,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/252972
0,SDG_2,17.0,"2776384079, 2777981335, 149340888, 514101110, 91067096","Marine mammal, Seabird, Bycatch, Fishing, Megafauna",https://marineinfo.org/id/publication/252976
1,SDG_14,14.0,"2776384079, 514101110, 2777981335, 149340888","Marine mammal, Fishing, Seabird, Bycatch",https://marineinfo.org/id/publication/252976
2,SDG_15,3.0,91067096,Megafauna,https://marineinfo.org/id/publication/252976
0,SDG_14,11.0,"186699998, 2986433049, 2779909984","Eutrophication, Baltic sea, Mytilus",https://marineinfo.org/id/publication/320494
1,SDG_2,5.0,"2986433049, 2779909984","Baltic sea, Mytilus",https://marineinfo.org/id/publication/320494
2,SDG_3,1.0,2777397205,Saline,https://marineinfo.org/id/publication/320494
0,SDG_2,2.0,"2776384079, 2777981335","Marine mammal, Seabird",https://marineinfo.org/id/publication/253109
1,SDG_14,2.0,"2776384079, 2777981335","Marine mammal, Seabird",https://marineinfo.org/id/publication/253109
0,SDG_14,73.0,"2779282177, 2779290800, 98083399, 202041845, 505870484, 2992343522, 2776841996, 2779950014, 2993591741, 2983223943, 2994333706","Turbot, Herring, Underwater, Fisheries management, Fishery, Fishing fleet, Shrimp, Flatfish, Recreational fishing, North sea, Irish sea",https://marineinfo.org/id/publication/228661
1,SDG_2,60.0,"2779282177, 2779290800, 202041845, 505870484, 2992343522, 2776841996, 2779950014, 2993591741, 152613627","Turbot, Herring, Fisheries management, Fishery, Fishing fleet, Shrimp, Flatfish, Recreational fishing, Overexploitation",https://marineinfo.org/id/publication/228661
2,SDG_11,21.0,"2993591741, 94625758","Recreational fishing, Politics",https://marineinfo.org/id/publication/228661
0,SDG_2,2.0,"2776654248, 72958200","Freshwater fish, Trophic level",https://marineinfo.org/id/publication/253035
1,SDG_11,1.0,160331591,Occupancy,https://marineinfo.org/id/publication/253035
2,SDG_14,1.0,2776654248,Freshwater fish,https://marineinfo.org/id/publication/253035
